chrom	length	end_pos	chr_type	species	reference
CM080820.1	104581968	123735287	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080821.1	118248356	135510613	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080822.1	103689424	116834872	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080823.1	87873674	101232987	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080824.1	62117565	75877292	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080825.1	42373255	49373130	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080826.1	204519225	231175875	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080827.1	104258379	118022432	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080828.1	116711032	130775262	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080829.1	84678064	95532445	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080830.1	83542133	94171398	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080831.1	64170232	73173318	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080832.1	82489416	92879517	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080833.1	59522235	65766268	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080834.1	79876705	91752049	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080835.1	64398752	73431829	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080836.1	39171261	44715608	aut	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
CM080837.1	116016111	137499349	chrX	Cheracebus_regulus_ssp	Plecturocebus_cupreus_ssp
NW_026988412.1	13193961	20365355	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988413.1	61210129	65725869	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988414.1	74502777	77776780	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988415.1	66454917	70473459	chrX	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988416.1	17055	8029699	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988417.1	97886954	102297853	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988418.1	63806948	66737239	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988419.1	61439618	65357135	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988420.1	22549332	23878066	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988421.1	77114299	80164449	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988422.1	85885871	89232482	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988423.1	49039349	50829171	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988425.1	119891151	125170192	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988426.1	17848930	18389811	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988427.1	11716588	12340563	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988428.1	79647622	84498046	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988429.1	14067778	16166859	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988430.1	23447494	25759252	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988431.1	59791405	61838661	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988432.1	68396773	72057105	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988433.1	30453591	31954281	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988435.1	45476334	49071398	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988436.1	18766	3060561	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988437.1	12448	14369751	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988438.1	39227531	40760173	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988439.1	1123	2675189	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988440.1	3302466	4926356	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988441.1	38407652	41492517	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988442.1	92234754	95430354	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988443.1	37631586	39860678	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988444.1	6560786	6986342	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988445.1	30511436	31708588	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988446.1	1035467	1150147	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988447.1	61050884	66597165	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988448.1	1875228	2152011	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988449.1	118252	19866406	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988450.1	89132412	94833403	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988452.1	8214096	8682995	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988453.1	13649887	14393775	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988454.1	126262112	131095564	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988455.1	42723221	45816987	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988457.1	15329244	16635504	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988458.1	7392942	7955749	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988459.1	1374	2312898	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988460.1	28523592	32362783	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988461.1	3732	5708076	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988462.1	20300550	20914963	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988463.1	32930747	35420338	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988464.1	4020	102549	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988465.1	24498784	26408021	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988466.1	7264	2646216	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988467.1	31662604	33419163	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988470.1	38175	11107599	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988471.1	69750585	73018501	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988472.1	50322358	55891307	chrX	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988473.1	74669859	78147226	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988475.1	1554	1663255	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988476.1	41148298	45613591	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988477.1	2310909	2600372	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988478.1	14107596	14692371	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988479.1	32492090	33989867	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988480.1	14951048	15579611	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988481.1	86912	18930755	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988482.1	38933068	40691825	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988483.1	11503	1619522	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988484.1	2471151	2695070	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988485.1	14351	1471974	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988487.1	19169569	20534324	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988488.1	3724110	4900576	chrX	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988489.1	12367	2382966	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988490.1	3748806	5399464	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988491.1	23628905	26244479	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988492.1	20432913	21277248	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988493.1	6693	2093263	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988494.1	28306554	29563260	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988495.1	31904	5176544	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988496.1	4787363	5295321	chrX	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988498.1	8372912	8683603	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988499.1	27344	12271570	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988501.1	8237	3439646	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988503.1	17883746	18434507	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988504.1	26085353	27374922	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988505.1	6627332	7869148	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988507.1	10627729	13304822	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988509.1	143482	1502457	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988510.1	4366090	4722556	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988511.1	3239	10099784	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988512.1	2811411	2990666	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988513.1	2315197	2457483	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988514.1	5025738	9333002	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988516.1	6760	3133278	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988517.1	532151	7023186	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988518.1	5562966	5960106	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988519.1	22110	12146707	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988520.1	37906	6663907	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988521.1	4530350	5280285	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988522.1	5558	1123703	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988523.1	42013724	44387644	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988525.1	1851	896203	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988526.1	992421	1425219	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988527.1	1658	2474549	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988530.1	12627379	13675824	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988532.1	7026784	7391086	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988533.1	3204	1585492	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988534.1	254521	1140841	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988537.1	2309322	2779271	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988539.1	2156087	2376127	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988544.1	20484	2575242	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988546.1	8792233	11859144	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988549.1	11149	4628473	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988552.1	1442	1943427	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988553.1	3237929	3890112	chrX	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988555.1	11862	1086468	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988556.1	941001	3281271	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988562.1	2144	4081907	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988565.1	12452	5290585	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988567.1	2421	2113114	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988568.1	3293	4094586	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988570.1	5643138	6925420	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988571.1	149215	1531793	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988573.1	2594340	2805987	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988576.1	4855168	4976200	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988581.1	1512	1201385	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988584.1	8706	4314641	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988586.1	56782	4180696	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988587.1	8533	1813525	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988588.1	2562483	2728649	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988595.1	6011	5119334	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988608.1	2034908	2411666	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988615.1	84358	2190201	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988618.1	5068	3017059	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988622.1	29919	1299302	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988625.1	2507993	2794219	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988635.1	4328	940227	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988665.1	1521071	2949287	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988675.1	173039	1204275	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988682.1	292589	995487	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988731.1	797	1463354	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988769.1	1666	930093	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NW_026988827.1	15080	3753999	aut	Aotus_azarai_ssp	Aotus_nancymaae_ssp
NC_045434.1	208967527	220992620	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045435.1	181939070	193509340	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045436.1	175438114	184646964	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045437.1	166556889	178866579	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045438.1	159339398	168401957	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045439.1	153615181	163339014	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045440.1	133446559	148652647	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045441.1	138586353	147504166	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045442.1	123359930	131282950	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045443.1	122974718	130810209	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045444.1	122375675	128129343	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045445.1	103038202	124784520	chrX	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045446.1	116998320	124059023	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045447.1	100084438	111442383	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045448.1	101762023	108208297	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045449.1	69197076	77097787	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045450.1	69049043	74865271	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045451.1	70121294	73925328	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045452.1	61331993	69319082	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045453.1	55293233	58236565	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045454.1	45432833	52676140	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NC_045455.1	86469774	95245964	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022291865.1	165755	2403368	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022292088.1	120176	1420660	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022292755.1	895329	1213526	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022300975.1	474172	3970234	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022302087.1	399533	3974720	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022313580.1	855666	1104516	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022324309.1	278066	2499296	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022325420.1	267886	2212561	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022326531.1	134125	1329347	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022327642.1	126013	1056143	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022334374.1	506	608620	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022334940.1	46003	1005858	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
NW_022335051.1	55210	1008385	aut	Piliocolobus_gordonorum_ssp	Piliocolobus_tephrosceles_ssp
CM053363.1	84586964	88008968	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053364.1	84287757	87835145	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053365.1	83404216	86538581	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053366.1	82300053	85401492	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053367.1	72671473	75414054	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053368.1	68280120	71073202	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053369.1	67541200	70447619	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053370.1	66313620	69626244	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053371.1	66523350	68943463	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053372.1	63537749	66677163	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053373.1	63532884	66609731	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053374.1	63475642	66426694	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053375.1	61988226	64686968	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053376.1	56141100	59318188	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053377.1	56790122	59090960	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053378.1	55800948	58491512	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053379.1	55549587	58039375	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053380.1	55230854	57548798	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053381.1	55197433	57434522	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053382.1	53949215	56386829	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053383.1	50968751	53007248	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053384.1	49084728	51119098	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053385.1	48508306	50681120	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053386.1	48628232	50374109	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053387.1	48350659	50317722	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053388.1	47006597	49104322	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053389.1	42664070	44586243	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053390.1	41870734	43730660	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053391.1	39210276	41280421	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053392.1	39741105	41208235	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053393.1	37451450	39221985	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053394.1	34999612	36213541	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053395.1	30355915	32560888	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053396.1	22682227	23905740	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053397.1	20910671	21946602	aut	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
CM053398.1	118796902	124140747	chrX	Cercopithecus_ascanius_ssp	Cercopithecus_mitis_ssp
NC_044976.1	204065205	218172314	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044977.1	180845300	193660748	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044978.1	172928729	184919488	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044979.1	169280020	182120902	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044980.1	163734527	173898312	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044981.1	155112024	167137451	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044982.1	139862903	161768269	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044983.1	131480245	140274234	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044984.1	119949637	127591819	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044985.1	120034230	126462627	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044986.1	116465370	125913144	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044987.1	114381895	123343385	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044988.1	100000269	106849001	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044989.1	99676183	106654842	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044990.1	85988448	91984667	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044991.1	84901239	91184051	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044992.1	68313322	74525924	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044993.1	68209613	72894066	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044994.1	66980498	72122590	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044995.1	43022143	50013857	aut	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
NC_044996.1	127926721	142711436	chrX	Lophocebus_aterrimus_ssp	Papio_anubis_ssp
HiC_scaffold_1	238737106	367180208	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_10	37627696	55529879	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_11	93253063	125114367	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_12	11222408	20341521	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_13	78754131	118201520	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_14	117893355	153791392	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_15	13965610	22285896	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_16	22077717	35385167	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_17	19361904	29556651	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_18	23471830	40513356	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_19	57315147	82668193	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_2	86178498	136907666	chrX	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_20	171221761	248899315	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_21	89118111	126983110	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_22	152335897	226774336	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_23	171755065	255974366	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_24	237583	4011522	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_3	44697735	70769845	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_4	92640439	148759278	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_5	27467330	37827367	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_6	85247884	124602452	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_7	31127391	46801998	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_8	13378929	28627302	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
HiC_scaffold_9	56411900	92642689	aut	Propithecus_tattersalli_ssp	Propithecus_coquereli_ssp
VBSM01000104.1	3311628	3813597	aut	Cheirogaleus_sibreei_ssp	Cheirogaleus_medius_ssp
VBSM01000142.1	12661652	14989214	aut	Cheirogaleus_sibreei_ssp	Cheirogaleus_medius_ssp
VBSM01000259.1	1832774	2364394	aut	Cheirogaleus_sibreei_ssp	Cheirogaleus_medius_ssp
VBSM01000272.1	102534547	111491551	aut	Cheirogaleus_sibreei_ssp	Cheirogaleus_medius_ssp
VBSM01000282.1	838538	1009828	aut	Cheirogaleus_sibreei_ssp	Cheirogaleus_medius_ssp
VBSM01000316.1	9936797	11642350	aut	Cheirogaleus_sibreei_ssp	Cheirogaleus_medius_ssp
