ID,ID_PGDP,group,family,genus,species,subspecies,species_full,species_short,species_genotyping,reference,SEX,len_chrA,len_chrA_contigs_shorter_than_1Mb,len_chrX,len_chrX_contigs_shorter_than_1Mb,len_chrY,len_chrY_contigs_shorter_than_1Mb,total_seq_chrA,total_seq_chrX,total_seq_chrY,len_cov_chrA,len_cov_chrX,len_cov_chrY,frac_cov_chrA,frac_cov_chrX,frac_cov_chrY,frac_cov_gw,rel_frac_cov_YX,nonN_frac,frac_cov_gw_cor,threshold,threshold_chrX,good_frac_cov,cov_chrA,cov_chrX,cov_chrY,cov_gw,rel_cov_chrX,gSEX,gSEX_source,callable_chrA,callable_chrX,GT00_chrA,GT01_chrA,GT11_chrA,GTmis_chrA,GT00_chrX,GT0_chrX,GT01_chrX,GT11_chrX,GT1_chrX,GTmis_chrX,het_chrA,het_chrX,rel_chrX_het,hom_alt_chrA,hom_alt_chrX,hem_alt_chrX,rel_chrX_hom_alt,mis_chrA,mis_chrX,div_chrA,clade,subclade_split,sample_used_for_q,q25_div_chrA,q50_div_chrA,q75_div_chrA,q25_frac_cov_chrA,q50_frac_cov_chrA,q75_frac_cov_chrA,zscore_div_chrA,zscore_frac_cov_chrA,dupl_group,remove_as_duplicate,low_mis,low_frac_cov_qc,high_div_chrA_qc,high_mis_qc,low_div_chrA_qc,masterQC,manual_fix,reason,finalQC,Kuderna_AB_QC,Kuderna_COV_QC,relatives,remove_as_relative,generation,founder,remove_manual,pedigree_source,MQ1kb,MQ1Mb,total_reads,mapped_reads,properly_paired_reads,f_mapped_reads
SAMN02388241,SAMN02388241,APE,Hylobatidae,Hylobates,moloch,ssp,Hylobates_moloch_ssp,H.moloch_ssp,Hylobates_moloch_ssp,Hylobates_pileatus,M,2676710348,18752101.0,155938858.0,0.0,,,39435519966.0,1206738284.0,,2622406712,149167698.0,,0.9797,0.9566,,0.9784,,1.0,0.9784,0.9,0.9,True,15.0379,8.0898,,14.664,0.538,M,chrX,2286742065,125581863.0,21834476,3998367,11749105,9006285,,987100.0,,,555976.0,320198.0,0.0017485,,,0.0051379,,0.0044272,,0.0039385,0.0025497,0.0060122,Hylobates_pileatus_ssp3,0.0,False,0.0069334,0.0069437,0.0069636,0.9828,0.9832,0.9836,-30.8757,-4.3125,,False,True,warn,ok,ok,warn,warn,,,warn,,,,,,,,,54.7239,54.8387,436974588,422106294,408226968,0.966
SAMN02388244,SAMN02388244,APE,Hylobatidae,Nomascus,leucogenys,ssp,Nomascus_leucogenys_ssp,N.leucogenys_ssp,Nomascus_leucogenys_ssp,Nomascus_leucogenys,M,2602686925,100534466.0,140746521.0,0.0,,,41310225733.0,1142882407.0,,2583361834,138661100.0,,0.9926,0.9852,,0.9922,,0.9947,0.9975,0.9,0.9,True,15.9909,8.2423,,15.5962,0.5154,M,chrX,2070661925,112391299.0,4999966,4576088,2101840,1899936,,225528.0,,,157022.0,60086.0,0.00221,,,0.0010151,,0.0013971,,0.0009176,0.0005346,0.00212,Nomascus_leucogenys_ssp1,0.0,False,0.0024053,0.0024053,0.0024053,0.9539,0.9539,0.9539,0.0,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.0064,57.3206,477855272,465410886,446274520,0.974
SAMN02388245,SAMN02388245,APE,Hylobatidae,Symphalangus,syndactylus,ssp,Symphalangus_syndactylus_ssp,S.syndactylus_ssp,Symphalangus_syndactylus_ssp,Symphalangus_syndactylus,F,3067375449,0.0,165573898.0,0.0,29938335.0,0.0,68321330682.0,3543944315.0,188687063.0,3046267668,164622941.0,11551553.0,0.9931,0.9943,0.3858,0.9876,0.3881,0.9997,0.9879,0.9,0.9,True,22.4279,21.5276,16.3343,22.36,0.9599,F,chrX,2546755049,136132563.0,6856927,3264539,2168782,821760,181432.0,,132088.0,60708.0,,24934.0,0.0012818,0.0009703,0.7569491,0.0008516,0.0004459,,0.523667,0.0003227,0.0001832,0.0014925,Symphalangus_syndactylus_ssp1,0.0,True,0.00132,0.0015086,0.0015835,0.9934,0.9956,0.9982,-0.0612,-0.5236,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,49.0669,49.0669,729630540,722249465,714037760,0.99
SAMN02390221,SAMN02390221,OWM,Cercopithecidae,Macaca,thibetana,ssp,Macaca_thibetana_ssp,M.thibetana_ssp,Macaca_thibetana_ssp,Macaca_thibetana,Unknown,2645894795,11869839.0,150623418.0,0.0,13980983.0,0.0,94700450918.0,5324676616.0,53080899.0,2639355448,150350215.0,3496065.0,0.9975,0.9982,0.2501,0.9938,0.2505,0.9999,0.9939,0.9,0.9,True,35.8801,35.4152,15.183,35.8292,0.987,F,chrX,2550655952,141189595.0,5308202,2359540,1449951,179860,140842.0,,40455.0,40122.0,,6131.0,0.0009251,0.0002865,0.3097377,0.0005685,0.0002842,,0.4998946,7.05e-05,4.34e-05,0.001031,Macaca_thibetana_thibetana1,0.0,True,0.0010355,0.0010399,0.0014478,0.992,0.9975,0.9978,-0.0217,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,PASS,WARN,,,,,,,57.8859,58.0343,1162112646,1159120754,1149403454,0.997
SAMN02427086,SAMN02427086,OWM,Cercopithecidae,Rhinopithecus,roxellana,ssp,Rhinopithecus_roxellana_ssp,R.roxellana_ssp,Rhinopithecus_roxellana_ssp,Rhinopithecus_roxellana,M,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,259000000000.0,7812672354.0,1509879501.0,2782529302,154104831.0,15050342.0,0.9959,0.9969,0.9666,0.9958,0.9696,0.9999,0.9959,0.9,0.9,True,93.151,50.6971,100.3219,90.9711,0.5442,M,chrX,2591704754,142091611.0,7849916,1354506,1243879,261838,,253684.0,,,66920.0,1977.0,0.0005226,,,0.0004799,,0.000471,,0.000101,1.39e-05,0.0007413,Rhinopithecus_roxellana_ssp1,0.0,True,0.0004858,0.0007263,0.0007428,0.9943,0.9946,0.9956,0.0582,1.0189,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,53.1246,54.1908,3100536462,2909142908,2553840918,0.938
SAMN02427087,SAMN02427087,OWM,Cercopithecidae,Rhinopithecus,brelichi,ssp,Rhinopithecus_brelichi_ssp,R.brelichi_ssp,Rhinopithecus_brelichi_ssp,Rhinopithecus_roxellana,M,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,67972704168.0,2038524043.0,515016370.0,2767865208,152978823.0,14481234.0,0.9907,0.9897,0.9301,0.9903,0.9398,0.9999,0.9904,0.9,0.9,True,24.5578,13.3255,35.5644,24.0267,0.5426,M,chrX,2506939591,133925306.0,1164239,1858587,7099559,552289,,48581.0,,,351713.0,12709.0,0.0007414,,,0.002832,,0.0026262,,0.0002203,9.49e-05,0.0032027,Rhinopithecus_roxellana_ssp2,0.0,True,0.0032279,0.0032532,0.0032785,0.9908,0.9908,0.9908,-1.0,-1.0,SAMN03076574,True,True,ok,ok,ok,ok,ok,,,fail,,,,,,,,,52.3292,53.4347,794337288,785411797,729720538,0.989
SAMN02427088,SAMN02427088,OWM,Cercopithecidae,Rhinopithecus,bieti,ssp,Rhinopithecus_bieti_ssp,R.bieti_ssp,Rhinopithecus_bieti_ssp,Rhinopithecus_roxellana,M,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,72768356008.0,2129765288.0,458311333.0,2765934528,152760313.0,13751880.0,0.99,0.9882,0.8833,0.9893,0.8938,0.9999,0.9894,0.9,0.9,True,26.3088,13.9419,33.3272,25.6975,0.5299,M,chrX,2536001184,137039069.0,1706046,960071,8612360,801004,,75075.0,,,383634.0,25996.0,0.0003786,,,0.003396,,0.0027994,,0.0003159,0.0001897,0.0035853,Rhinopithecus_roxellana_ssp3,0.0,True,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,-0.5691,0.0,SAMN02427088,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02786345;SAMN03274873,False,,,,,52.0213,53.142,836834424,801578120,730788096,0.958
SAMN02427089,SAMN02427089,OWM,Cercopithecidae,Rhinopithecus,strykeri,ssp,Rhinopithecus_strykeri_ssp,R.strykeri_ssp,Rhinopithecus_strykeri_ssp,Rhinopithecus_roxellana,Unknown,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,61651057170.0,1714903573.0,479241306.0,2758704449,152090328.0,13643682.0,0.9874,0.9839,0.8763,0.9866,0.8906,0.9999,0.9867,0.9,0.9,True,22.3478,11.2756,35.1255,21.8316,0.5045,M,chrX,2419422161,131422976.0,239219,398659,8056005,801119,,15605.0,,,335656.0,44136.0,0.0001648,,,0.0033297,,0.002554,,0.0003311,0.0003358,0.0034121,Rhinopithecus_roxellana_ssp3,0.0,True,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,-2.1808,-0.8814,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,51.3153,52.4062,864036080,667928498,623355558,0.773
SAMN02671004,SAMN02671004,OWM,Cercopithecidae,Macaca,mulatta,ssp,Macaca_mulatta_ssp,M.mulatta_ssp,Macaca_mulatta_ssp,Macaca_mulatta,M,2692186657,113744592.0,153388923.0,247831.0,11753681.0,0.0,206000000000.0,6211010125.0,577973415.0,2651195573,151937302.0,11118956.0,0.9848,0.9905,0.946,0.9849,0.955,0.9884,0.9965,0.9,0.9,True,77.7602,40.8788,51.9809,75.6672,0.5257,M,chrX,2552623544,144638306.0,78537029,7269754,4275800,1375965,,2533407.0,,,280433.0,33268.0,0.002848,,,0.0016751,,0.0019389,,0.000539,0.00023,0.003099,Macaca_mulatta_ssp1b,0.0028,True,0.0030214,0.0030524,0.0030723,0.9843,0.9845,0.9848,0.9145,0.6,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.4576,57.2877,2569340536,2552999937,2495200982,0.994
SAMN02744548,SAMN02744548,PLA,Callitrichidae,Callithrix,jacchus,ssp,Callithrix_jacchus_ssp,C.jacchus_ssp,Callithrix_jacchus_ssp,Callithrix_jacchus,F,2652950115,60671861.0,146897246.0,497538.0,7079389.0,6768351.0,69108861069.0,2511708197.0,196389170.0,2638351067,144202105.0,6503144.0,0.9945,0.9817,0.9186,0.9936,0.9358,0.9952,0.9984,0.9,0.9,True,26.194,17.418,30.1991,25.7496,0.665,M,chrX,2530703900,135593234.0,5481485,3800211,1049137,1717378,,189762.0,,,17180.0,4424.0,0.0015016,,,0.0004146,,0.0001267,,0.0006786,3.26e-05,0.0011654,Callithrix_jacchus_ssp1,0.0,True,0.001113,0.001132,0.0011682,0.9942,0.9943,0.9944,0.6057,0.8,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02744549,False,,,,,56.1871,57.1993,772308230,762800081,750707892,0.988
SAMN02744549,SAMN02744549,PLA,Callitrichidae,Callithrix,jacchus,ssp,Callithrix_jacchus_ssp,C.jacchus_ssp,Callithrix_jacchus_ssp,Callithrix_jacchus,F,2652950115,60671861.0,146897246.0,497538.0,7079389.0,6768351.0,72837336594.0,3621246019.0,186784582.0,2638851765,144261761.0,6403886.0,0.9947,0.9821,0.9046,0.9938,0.9211,0.9952,0.9986,0.9,0.9,True,27.6019,25.1019,29.1674,27.4762,0.9094,F,chrX,2530703900,135593234.0,5132602,3860200,918134,2137275,90860.0,,73181.0,13127.0,,34198.0,0.0015253,0.0005397,0.3538277,0.0003628,9.68e-05,,0.2668472,0.0008445,0.0002522,0.0011255,Callithrix_jacchus_ssp1,0.0,True,0.001113,0.001132,0.0011682,0.9942,0.9943,0.9944,-0.1176,1.6,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02744548,True,,,,,55.9047,56.9099,828645956,813550894,783402504,0.982
SAMN02744550,SAMN02744550,PLA,Callitrichidae,Callithrix,jacchus,ssp,Callithrix_jacchus_ssp,C.jacchus_ssp,Callithrix_jacchus_ssp,Callithrix_jacchus,M,2652950115,60671861.0,146897246.0,497538.0,7079389.0,6768351.0,62724425081.0,2037416035.0,208048284.0,2638153797,144134865.0,6501692.0,0.9944,0.9812,0.9184,0.9935,0.936,0.9952,0.9983,0.9,0.9,True,23.7759,14.1355,31.9991,23.2968,0.5945,M,chrX,2530703900,135593234.0,5469996,3303929,1166713,2107573,,138035.0,,,63517.0,9814.0,0.0013055,,,0.000461,,0.0004684,,0.0008328,7.24e-05,0.0011138,Callithrix_jacchus_ssp1,0.0,True,0.001113,0.001132,0.0011682,0.9942,0.9943,0.9944,-0.3293,0.4,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02744551;SAMN02744552;SAMN02744553;SAMN02744556;SAMN03275525;SAMN03275526,True,,,,,55.862,56.864,707724168,691035284,662618534,0.976
SAMN02744551,SAMN02744551,PLA,Callitrichidae,Callithrix,jacchus,ssp,Callithrix_jacchus_ssp,C.jacchus_ssp,Callithrix_jacchus_ssp,Callithrix_jacchus,M,2652950115,60671861.0,146897246.0,497538.0,7079389.0,6768351.0,66687998670.0,1898631827.0,240575593.0,2637789264,144100601.0,6473473.0,0.9943,0.981,0.9144,0.9934,0.9322,0.9952,0.9982,0.9,0.9,True,25.2818,13.1757,37.1633,24.6837,0.5212,M,chrX,2530703900,135593234.0,5949538,3037828,1291975,1768870,,137059.0,,,65106.0,9201.0,0.0012004,,,0.0005105,,0.0004802,,0.000699,6.79e-05,0.0011107,Callithrix_jacchus_ssp1,0.0,True,0.001113,0.001132,0.0011682,0.9942,0.9943,0.9944,-0.385,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02744550;SAMN02744552;SAMN02744556;SAMN03275525,False,,,,,56.238,57.239,743840810,730873053,719693868,0.983
SAMN02744552,SAMN02744552,PLA,Callitrichidae,Callithrix,jacchus,ssp,Callithrix_jacchus_ssp,C.jacchus_ssp,Callithrix_jacchus_ssp,Callithrix_jacchus,M,2652950115,60671861.0,146897246.0,497538.0,7079389.0,6768351.0,68375460258.0,1963873109.0,218856403.0,2637490694,144074104.0,6458096.0,0.9942,0.9808,0.9122,0.9933,0.9301,0.9952,0.9981,0.9,0.9,True,25.9244,13.631,33.8887,25.3076,0.5258,M,chrX,2530703900,135593234.0,6208699,2814172,1403393,1621947,,157062.0,,,46742.0,7562.0,0.001112,,,0.0005545,,0.0003447,,0.0006409,5.58e-05,0.0011106,Callithrix_jacchus_ssp1,0.0,True,0.001113,0.001132,0.0011682,0.9942,0.9943,0.9944,-0.388,-0.4,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02744550;SAMN02744551;SAMN02744553;SAMN02744554;SAMN02744556;SAMN03275525,True,,,,,56.2265,57.23,765657906,748839644,734995874,0.978
SAMN02744553,SAMN02744553,PLA,Callitrichidae,Callithrix,jacchus,ssp,Callithrix_jacchus_ssp,C.jacchus_ssp,Callithrix_jacchus_ssp,Callithrix_jacchus,F,2652950115,60671861.0,146897246.0,497538.0,7079389.0,6768351.0,68958503759.0,3541722560.0,157858711.0,2637667763,144212768.0,6154030.0,0.9942,0.9817,0.8693,0.9933,0.8855,0.9952,0.9981,0.9,0.9,True,26.1437,24.559,25.6513,26.0607,0.9394,F,chrX,2530703900,135593234.0,6192249,2901112,1450347,1504503,119154.0,,52146.0,18799.0,,21267.0,0.0011464,0.0003846,0.3354747,0.0005731,0.0001386,,0.2419169,0.0005945,0.0001568,0.0011463,Callithrix_jacchus_ssp1,0.0,True,0.001113,0.001132,0.0011682,0.9942,0.9943,0.9944,0.2595,-0.4,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02744550;SAMN02744552,False,,,,,56.2103,57.2181,786428908,768509306,751389736,0.977
SAMN02744554,SAMN02744554,PLA,Callitrichidae,Callithrix,jacchus,ssp,Callithrix_jacchus_ssp,C.jacchus_ssp,Callithrix_jacchus_ssp,Callithrix_jacchus,F,2652950115,60671861.0,146897246.0,497538.0,7079389.0,6768351.0,70965462542.0,3974521856.0,189895455.0,2636765228,144143026.0,3543218.0,0.9939,0.9813,0.5005,0.992,0.5101,0.9952,0.9968,0.9,0.9,True,26.9138,27.5735,53.5941,26.9819,1.0245,F,chrX,2530703900,135593234.0,6475976,3208022,1659256,704957,106551.0,,70751.0,20885.0,,13179.0,0.0012676,0.0005218,0.411622,0.0006556,0.000154,,0.2349224,0.0002786,9.72e-05,0.0012895,Callithrix_jacchus_ssp1,0.0,True,0.001113,0.001132,0.0011682,0.9942,0.9943,0.9944,2.8544,-1.6,,False,True,ok,warn,ok,ok,warn,,,warn,,,SAMN02744552;SAMN03275525,False,,,,,56.5186,57.5529,822014714,789366438,778247540,0.96
SAMN02744555,SAMN02744555,PLA,Callitrichidae,Callithrix,jacchus,ssp,Callithrix_jacchus_ssp,C.jacchus_ssp,Callithrix_jacchus_ssp,Callithrix_jacchus,F,2652950115,60671861.0,146897246.0,497538.0,7079389.0,6768351.0,66005285619.0,2493369541.0,224758352.0,2638021944,144238640.0,6524473.0,0.9944,0.9819,0.9216,0.9935,0.9386,0.9952,0.9983,0.9,0.9,True,25.0207,17.2864,34.4485,24.6428,0.6909,M,chrX,2530703900,135593234.0,5694451,2856148,1453011,2044601,,151811.0,,,52175.0,7380.0,0.0011286,,,0.0005742,,0.0003848,,0.0008079,5.44e-05,0.0011385,Callithrix_jacchus_ssp1,0.0,True,0.001113,0.001132,0.0011682,0.9942,0.9943,0.9944,0.1176,0.4,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02744556,False,,,,,55.7682,56.7864,815645924,759865066,643897366,0.932
SAMN02744556,SAMN02744556,PLA,Callitrichidae,Callithrix,jacchus,ssp,Callithrix_jacchus_ssp,C.jacchus_ssp,Callithrix_jacchus_ssp,Callithrix_jacchus,F,2652950115,60671861.0,146897246.0,497538.0,7079389.0,6768351.0,60910409499.0,2694689806.0,216563098.0,2638630157,144255608.0,6476696.0,0.9946,0.982,0.9149,0.9937,0.9316,0.9952,0.9985,0.9,0.9,True,23.0841,18.68,33.4373,22.8804,0.8092,F,chrX,2530703900,135593234.0,4382065,3146414,949101,3570631,68120.0,,41972.0,13787.0,,87487.0,0.0012433,0.0003095,0.2489701,0.000375,0.0001017,,0.2711194,0.0014109,0.0006452,0.0009967,Callithrix_jacchus_ssp1,0.0,True,0.001113,0.001132,0.0011682,0.9942,0.9943,0.9944,-2.4515,1.2,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02744550;SAMN02744551;SAMN02744552;SAMN02744555;SAMN03275525;SAMN03275526,True,,,,,54.8124,55.8292,771840942,699739611,573161874,0.907
SAMN02786331,SAMN02786331,OWM,Cercopithecidae,Rhinopithecus,bieti,ssp,Rhinopithecus_bieti_ssp,R.bieti_ssp,Rhinopithecus_bieti_ssp,Rhinopithecus_roxellana,M,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,161000000000.0,4953998290.0,895479151.0,2773193591,153362110.0,14025193.0,0.9926,0.9921,0.9008,0.9921,0.9079,0.9999,0.9922,0.9,0.9,True,58.1916,32.3026,63.8479,56.8684,0.5551,M,chrX,2536001184,137039069.0,1685344,1020026,8868479,505632,,81176.0,,,399813.0,3716.0,0.0004022,,,0.003497,,0.0029175,,0.0001994,2.71e-05,0.0036981,Rhinopithecus_roxellana_ssp3,0.0,True,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,0.4806,0.8814,,False,True,ok,ok,ok,ok,ok,,,ok,,,SAMN02786332;SAMN02786333;SAMN02786334;SAMN03274872;SAMN16949013;SAMN16949019;SAMN20089761,True,,,,,52.5121,53.627,1805214802,1762749703,1505758556,0.976
SAMN02786332,SAMN02786332,OWM,Cercopithecidae,Rhinopithecus,bieti,ssp,Rhinopithecus_bieti_ssp,R.bieti_ssp,Rhinopithecus_bieti_ssp,Rhinopithecus_roxellana,M,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,28235868008.0,1538759087.0,88121332.0,2746493622,151823367.0,4765006.0,0.983,0.9822,0.306,0.9794,0.3116,0.9999,0.9795,0.9,0.9,True,10.2807,10.1352,18.4934,10.2866,0.9858,F,chrX,2536001184,137039069.0,564076,633003,3219740,7662662,18560.0,,18903.0,141672.0,,305570.0,0.0002496,0.0001379,0.5526244,0.0012696,0.0010338,,0.8142697,0.0030216,0.0022298,0.0013944,Rhinopithecus_roxellana_ssp3,0.0,False,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,-20.9548,-2.3729,,False,True,warn,ok,ok,warn,warn,,,warn,,,SAMN02786331;SAMN02786333;SAMN02786334;SAMN02786335;SAMN02786338;SAMN02786339;SAMN02786340;SAMN02786341;SAMN02786342;SAMN02786343;SAMN02786344;SAMN02786345;SAMN03274867;SAMN03274868;SAMN03274869;SAMN03274871;SAMN03274872;SAMN03651895;SAMN16949018;SAMN16949019,True,,,,,52.8984,54.0149,306478152,301016442,278903472,0.982
SAMN02786333,SAMN02786333,OWM,Cercopithecidae,Rhinopithecus,bieti,ssp,Rhinopithecus_bieti_ssp,R.bieti_ssp,Rhinopithecus_bieti_ssp,Rhinopithecus_roxellana,M,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,26849954885.0,1556693756.0,64885815.0,2742888449,151807750.0,4701179.0,0.9818,0.9821,0.3019,0.9782,0.3075,0.9999,0.9783,0.9,0.9,True,9.7889,10.2544,13.802,9.8198,1.0475,F,chrY,2536001184,137039069.0,487751,586458,2789240,8216032,19332.0,,19174.0,148048.0,,298151.0,0.0002313,0.0001399,0.6050355,0.0010999,0.0010803,,0.9822493,0.0032398,0.0021757,0.0012155,Rhinopithecus_roxellana_ssp3,0.0,False,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,-22.6197,-2.7797,,False,True,warn,ok,ok,warn,warn,,,warn,,,SAMN02786331;SAMN02786332;SAMN02786334;SAMN02786335;SAMN02786338;SAMN02786339;SAMN02786341;SAMN02786342;SAMN02786343;SAMN02786344;SAMN03274867;SAMN03274868;SAMN03274871;SAMN03274874;SAMN03651895;SAMN03651896;SAMN16949018;SAMN16949019;SAMN20089761,True,,,,,53.046,54.1675,294760804,290491304,269534112,0.986
SAMN02786334,SAMN02786334,OWM,Cercopithecidae,Rhinopithecus,bieti,ssp,Rhinopithecus_bieti_ssp,R.bieti_ssp,Rhinopithecus_bieti_ssp,Rhinopithecus_roxellana,M,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,27155574338.0,860367173.0,112303068.0,2732357049,149221367.0,12863525.0,0.978,0.9653,0.8262,0.9765,0.8559,0.9999,0.9766,0.9,0.9,True,9.9385,5.7657,8.7303,9.718,0.5801,M,chrY,2536001184,137039069.0,549314,578608,3133479,7818080,,41545.0,,,185690.0,257470.0,0.0002282,,,0.0012356,,0.001355,,0.0030828,0.0018788,0.0013497,Rhinopithecus_roxellana_ssp3,0.0,False,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,-21.371,-4.0678,,False,True,warn,ok,ok,warn,warn,,,warn,,,SAMN02786331;SAMN02786332;SAMN02786333;SAMN02786335;SAMN02786338;SAMN02786339;SAMN02786342;SAMN02786343;SAMN02786344;SAMN02786345;SAMN03274867;SAMN03274868;SAMN03274869;SAMN03274871;SAMN03274872;SAMN03651895;SAMN03651896;SAMN16949016;SAMN16949018;SAMN16949019,True,,,,,54.2,55.3561,292076708,283247599,254186172,0.97
SAMN02786335,SAMN02786335,OWM,Cercopithecidae,Rhinopithecus,bieti,ssp,Rhinopithecus_bieti_ssp,R.bieti_ssp,Rhinopithecus_bieti_ssp,Rhinopithecus_roxellana,F,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,30016553176.0,1645910316.0,98330665.0,2749438518,151894994.0,4971926.0,0.9841,0.9826,0.3193,0.9805,0.325,0.9999,0.9806,0.9,0.9,True,10.9173,10.8358,19.7772,10.9282,0.9925,F,chrX,2536001184,137039069.0,636929,591588,3291163,7559801,22930.0,,15114.0,157360.0,,289301.0,0.0002333,0.0001103,0.4727866,0.0012978,0.0011483,,0.88481,0.002981,0.0021111,0.0014144,Rhinopithecus_roxellana_ssp3,0.0,False,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,-20.7687,-2.0,,False,True,ok,ok,ok,warn,warn,,,warn,,,SAMN02786332;SAMN02786333;SAMN02786334;SAMN02786338;SAMN02786339;SAMN02786340;SAMN02786341;SAMN02786342;SAMN02786343;SAMN02786344;SAMN02786345;SAMN03274867;SAMN03274868;SAMN03274869;SAMN03274871;SAMN03274872;SAMN03651895;SAMN03651896;SAMN16949018,True,,,,,52.3564,53.4706,336167872,329745728,314918452,0.981
SAMN02786336,SAMN02786336,OWM,Cercopithecidae,Rhinopithecus,bieti,ssp,Rhinopithecus_bieti_ssp,R.bieti_ssp,Rhinopithecus_bieti_ssp,Rhinopithecus_roxellana,F,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,29299074984.0,876453138.0,141129318.0,2742724750,149718913.0,13135433.0,0.9817,0.9686,0.8437,0.9803,0.871,0.9999,0.9804,0.9,0.9,True,10.6825,5.854,10.7442,10.4339,0.548,M,chrX,2536001184,137039069.0,624459,522505,3236146,7696371,,44476.0,,,184362.0,255867.0,0.000206,,,0.0012761,,0.0013453,,0.0030348,0.0018671,0.0013791,Rhinopithecus_roxellana_ssp3,0.0,False,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,-21.0973,-2.8136,SAMN16949013,True,True,warn,ok,ok,warn,warn,,,fail,,,,,,,,,52.8902,54.0103,316235912,312086550,299950920,0.987
SAMN02786337,SAMN02786337,OWM,Cercopithecidae,Rhinopithecus,bieti,ssp,Rhinopithecus_bieti_ssp,R.bieti_ssp,Rhinopithecus_bieti_ssp,Rhinopithecus_roxellana,M,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,25646271504.0,698906978.0,126147423.0,2741177018,148235990.0,12861984.0,0.9811,0.959,0.8261,0.9792,0.8614,0.9999,0.9793,0.9,0.9,True,9.3559,4.7148,9.8078,9.1209,0.5039,M,chrY,2536001184,137039069.0,445702,553850,2526303,8553626,,31390.0,,,128938.0,324377.0,0.0002184,,,0.0009962,,0.0009409,,0.0033729,0.002367,0.0011054,Rhinopithecus_roxellana_ssp3,0.0,False,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,-23.6442,-3.0169,,False,True,warn,ok,ok,warn,warn,,,warn,,,SAMN02786339;SAMN02786341;SAMN02786342;SAMN02786343;SAMN02786344;SAMN02786345;SAMN03274867;SAMN03274868;SAMN03274871;SAMN03274872;SAMN03274874;SAMN03651895;SAMN03651896;SAMN16949017;SAMN16949018;SAMN16949019,True,,,,,53.4016,54.5236,273119558,268716022,258254762,0.984
SAMN02786338,SAMN02786338,OWM,Cercopithecidae,Rhinopithecus,bieti,ssp,Rhinopithecus_bieti_ssp,R.bieti_ssp,Rhinopithecus_bieti_ssp,Rhinopithecus_roxellana,M,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,26504436508.0,801919572.0,119223279.0,2740628085,149520601.0,13004414.0,0.9809,0.9673,0.8352,0.9795,0.8635,0.9999,0.9796,0.9,0.9,True,9.6709,5.3633,9.1679,9.4468,0.5546,M,chrY,2536001184,137039069.0,520582,586527,3026811,7945561,,41128.0,,,177088.0,266489.0,0.0002313,,,0.0011935,,0.0012922,,0.0031331,0.0019446,0.0013092,Rhinopithecus_roxellana_ssp3,0.0,False,0.0035996,0.0036465,0.003707,0.9885,0.99,0.9914,-21.7479,-3.0847,,False,True,warn,ok,ok,warn,warn,,,warn,,,SAMN02786332;SAMN02786333;SAMN02786334;SAMN02786335;SAMN02786339;SAMN02786341;SAMN02786342;SAMN02786343;SAMN02786344;SAMN03274867;SAMN03274868;SAMN03274871;SAMN03274874;SAMN03651895;SAMN03651896;SAMN16949018,True,,,,,53.2348,54.3566,284183896,278534490,262945692,0.98
