chrom	length	end_pos	chr_type	species	reference
NC_060946.1	18191973	51297094	aut	Cacajao_melanocephalus_ssp	Homo_sapiens_ssp
NC_060947.1	79919488	154132917	chrX	Cacajao_melanocephalus_ssp	Homo_sapiens_ssp
NC_060948.1	18904	62102532	aut	Cacajao_melanocephalus_ssp	Homo_sapiens_ssp
NC_060925.1	144885122	248367473	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060926.1	162103255	242575983	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060927.1	129958512	200870540	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060928.1	124096348	193335817	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060929.1	118538595	181516824	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060930.1	110954029	172088286	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060931.1	96654683	160543483	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060932.1	92802934	146234119	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060933.1	73477937	150393651	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060934.1	82443594	134550258	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060935.1	84514688	135092046	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060936.1	85101329	133234792	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060937.1	64411810	113550110	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060938.1	58923231	100359922	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060939.1	48567513	99624549	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060940.1	48683248	96167073	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060941.1	45213829	84237841	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060942.1	52021410	80532913	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060943.1	22548912	61683067	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060944.1	40520660	66166050	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060945.1	20768022	45053160	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060946.1	17288469	51297094	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060947.1	80953944	154158668	chrX	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060948.1	50437	27419855	aut	Cebus_unicolor_ssp	Homo_sapiens_ssp
NC_060925.1	157209456	248366471	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060926.1	168241287	242614027	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060927.1	137145511	201091448	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060928.1	121083014	193425210	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060929.1	121150631	181804679	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060930.1	116789571	172088286	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060931.1	102924528	160562064	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060932.1	98795935	146236295	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060933.1	77653367	150465192	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060934.1	91925985	134585786	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060935.1	91236002	135122930	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060936.1	91423944	133305934	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060937.1	62953892	113551196	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060938.1	60702232	101132167	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060939.1	57234869	99624549	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060940.1	54561167	96175352	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060941.1	55221729	84227922	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060942.1	53078119	80511172	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060943.1	37442614	61680213	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060944.1	45498613	66168714	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060945.1	21789907	45064906	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060946.1	23701552	51284259	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060947.1	94573192	154220315	chrX	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060948.1	33415	62391198	aut	Nomascus_leucogenys_ssp	Homo_sapiens_ssp
NC_060925.1	140061478	248359606	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060926.1	157393698	242614027	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060927.1	126897295	200870540	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060928.1	120543299	193335448	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060929.1	117070944	181829275	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060930.1	109150371	172088300	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060931.1	93190376	160543483	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060932.1	91065774	146234117	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060933.1	71515231	150393643	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060934.1	81462736	134550258	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060935.1	82341367	135117559	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060936.1	83228298	133294061	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060937.1	62176672	113550110	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060938.1	57359001	101094101	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060939.1	47492398	99624255	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060940.1	46415944	96173483	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060941.1	46210135	84237841	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060942.1	50391438	80533406	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060943.1	22961934	61683045	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060944.1	39097123	66160219	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060945.1	19840497	45053160	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060946.1	17806060	51297094	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060947.1	79400533	154127551	chrX	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060948.1	16622	62103151	aut	Mico_humeralifer_ssp	Homo_sapiens_ssp
NC_060925.1	138559830	248359601	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060926.1	153148523	242630205	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060927.1	125444741	201091448	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060928.1	116529237	193335817	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060929.1	111024889	181844881	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060930.1	104413666	171965863	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060931.1	93497333	160562076	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060932.1	91204820	146253369	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060933.1	70271072	150415143	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060934.1	72201290	134553813	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060935.1	79715216	135051764	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060936.1	81544007	133316840	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060937.1	57215819	113551202	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060938.1	56585930	101130040	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060939.1	50394723	99561964	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060940.1	44087392	96173591	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060941.1	45806945	84235735	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060942.1	47205734	80532650	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060943.1	22237133	61677580	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060944.1	29117663	66168714	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060945.1	17979819	45059916	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060946.1	17683464	51283084	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060947.1	88152985	154219366	chrX	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060948.1	23191	27340350	aut	Cercopithecus_diana_ssp	Homo_sapiens_ssp
NC_060925.1	149117896	248367473	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060926.1	167371831	242614027	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060927.1	134830346	200870540	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060928.1	128282458	193335817	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060929.1	124499037	181836656	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060930.1	116456108	172088406	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060931.1	99700317	160543483	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060932.1	97089610	146234119	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060933.1	75688426	150465191	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060934.1	86778591	134550818	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060935.1	87880011	135117559	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060936.1	88539405	133295236	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060937.1	66123870	113550110	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060938.1	60751582	101016109	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060939.1	51936253	99678470	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060940.1	49971240	96174870	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060941.1	49097510	84237841	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060942.1	53348807	80532913	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060943.1	26511893	61672389	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060944.1	41646398	66166050	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060945.1	21578521	45053160	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060946.1	19743329	51297094	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060947.1	83058257	154219374	chrX	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060948.1	60741	62113917	aut	Plecturocebus_cupreus_ssp	Homo_sapiens_ssp
NC_060925.1	175047429	248367473	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060926.1	190592487	242614027	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060927.1	157912408	201091448	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060928.1	148490674	193271241	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060929.1	141548899	181844881	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060930.1	133719864	171965863	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060931.1	116955051	160562076	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060932.1	114077813	146233092	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060933.1	86129099	150465192	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060934.1	100580119	134553813	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060935.1	97901789	134992548	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060936.1	103141292	133316840	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060937.1	74588772	113550109	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060938.1	70289836	101129841	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060939.1	49336014	99717480	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060940.1	56702567	96170323	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060941.1	57151005	84016316	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060942.1	58929829	80532380	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060943.1	32386342	61683242	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060944.1	48268202	66168714	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060945.1	25937910	45059916	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060946.1	23891744	51297094	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060947.1	100034447	154219366	chrX	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060948.1	35723	62098752	aut	Papio_kindae_ssp	Homo_sapiens_ssp
NC_060925.1	89676480	248314141	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060926.1	102209847	242364498	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060927.1	80827078	201092431	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060928.1	59987717	193324911	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060929.1	70668150	181824078	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060930.1	71035847	171958360	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060931.1	58895200	159849097	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060932.1	55825031	146178721	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060933.1	46143945	150467933	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060934.1	49432371	134553038	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060935.1	52935550	135116996	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060936.1	49574320	133133224	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060937.1	39160420	113540085	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060938.1	36246379	100133648	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060939.1	32617065	99743089	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060940.1	27116578	96150646	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060941.1	28000954	84227742	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060942.1	30511922	80524055	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060943.1	8879541	61675724	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060944.1	24542550	66168714	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060945.1	12835491	45058319	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060946.1	9701170	51294851	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060947.1	41409720	154003805	chrX	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060948.1	4504	27441666	aut	Microcebus_mittermeieri_ssp	Homo_sapiens_ssp
NC_060925.1	172846150	248359601	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060926.1	184457482	242614027	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060927.1	158003973	201091448	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060928.1	144294999	193335817	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060929.1	138970909	181844881	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060930.1	131696824	171960317	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060931.1	113641396	160562076	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060932.1	111651995	146233131	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060933.1	14631717	150418452	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060934.1	89324689	134553813	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060935.1	95742242	135034796	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060936.1	102487087	133312696	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060937.1	23970889	113549868	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060938.1	68317815	101129841	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060939.1	61144960	99717480	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060940.1	56971324	96173591	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060941.1	7043224	77297177	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060942.1	27319604	80533414	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060943.1	32881003	61350445	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060944.1	8655884	66160430	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060945.1	5749385	45059916	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060946.1	5580402	50969876	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060947.1	93589260	154132917	chrX	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060948.1	46693	27437274	aut	Semnopithecus_hypoleucos_ssp	Homo_sapiens_ssp
NC_060925.1	20343324	248368172	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060926.1	138409249	242655841	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060927.1	188243748	201091448	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060928.1	157424444	193555637	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060929.1	107784764	181848966	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060930.1	160891193	171986238	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060931.1	110508943	160562076	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060932.1	85287274	146249238	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060933.1	68515297	150473945	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060934.1	78969700	134740005	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060935.1	122697527	135127756	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060936.1	85534920	133316840	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060937.1	86519347	113552163	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060938.1	60149080	101156540	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060939.1	71873675	99657770	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060940.1	65552913	96188573	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060941.1	19895399	80620262	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060942.1	59346462	80536440	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060943.1	48799920	61707191	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060944.1	57148601	66168714	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060945.1	31319335	45064885	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060946.1	30662524	51299814	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060947.1	133592989	154220315	chrX	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060948.1	89942	27447970	aut	Gorilla_gorilla_ssp	Homo_sapiens_ssp
NC_060925.1	178836748	248367473	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060926.1	192580545	242630205	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060927.1	160889111	201091448	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060928.1	146776346	193335817	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060929.1	138671604	181844881	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060930.1	136471515	172088286	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060931.1	113384734	160562076	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060932.1	114957332	146233131	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060933.1	87768839	150418452	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060934.1	102922321	134553813	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060935.1	100941185	135123417	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060936.1	104765696	133316840	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060937.1	75810614	113550109	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060938.1	71341042	101155759	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060939.1	62604328	99717480	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060940.1	58246263	96170323	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060941.1	58918052	84235735	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060942.1	60378717	80532380	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060943.1	34978281	61683242	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060944.1	48965825	66168714	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060945.1	26297676	45061722	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060946.1	24546547	51297094	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060947.1	104570527	154219366	chrX	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060948.1	48795	62098752	aut	Macaca_nemestrina_ssp	Homo_sapiens_ssp
NC_060925.1	80334520	248368172	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060926.1	72673967	242630205	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060927.1	59429223	201091448	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060928.1	52310783	193404413	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060929.1	52147320	181848721	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060930.1	53003719	172094567	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060931.1	48275942	160561643	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060932.1	42704168	146236081	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060933.1	37545908	150465192	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060934.1	44074684	134585775	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060935.1	43551466	135123764	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060936.1	45196884	133308365	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060937.1	27649196	113551668	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060938.1	29857276	101155498	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060939.1	28487878	99664238	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060940.1	29487684	96175454	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060941.1	36225076	84239663	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060942.1	22143177	80531203	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060943.1	30525811	61678327	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060944.1	23102868	66168714	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060945.1	11784399	45075648	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060946.1	17778528	51298856	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060947.1	41796662	154219366	chrX	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060948.1	27326	27435002	aut	Pongo_tapanuliensis_ssp	Homo_sapiens_ssp
NC_060925.1	174065974	248367473	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060926.1	188120109	242630205	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060927.1	158151996	201091448	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060928.1	144856630	193335817	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060929.1	139167804	181844881	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060930.1	133803736	172088286	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060931.1	116247461	160562076	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060932.1	111987773	146233131	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060933.1	87017129	150465192	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060934.1	99337097	134553813	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060935.1	96264462	135034796	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060936.1	102878015	133312696	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060937.1	74207770	113550112	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060938.1	68282071	101129841	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060939.1	61136252	99716441	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060940.1	57366048	96173591	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060941.1	56258243	84239663	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060942.1	59388007	80533414	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060943.1	34820441	61683242	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060944.1	48236436	66160430	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060945.1	25804509	45059916	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060946.1	23439205	51297094	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060947.1	94005499	154132917	chrX	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060948.1	60607	27437274	aut	Trachypithecus_laotum_ssp	Homo_sapiens_ssp
NC_060925.1	168978789	248367473	aut	Miopithecus_ogouensis_ssp	Homo_sapiens_ssp
NC_060926.1	183008680	242630205	aut	Miopithecus_ogouensis_ssp	Homo_sapiens_ssp
